Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1726,1231,30000.0,26138.465008240495,4575.419024011353,31221.832057010033,19.21494785631518,12.115788916552432,8.641098584169203,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
,Aggregated,1726,1231,30000.0,26138.465008240495,4575.419024011353,31221.832057010033,19.21494785631518,12.115788916552432,8.641098584169203,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
