Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1272,0,21000.0,18932.331708669895,4608.845114998985,21687.489151998307,67.0,9.531218302918653,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1272,0,21000.0,18932.331708669895,4608.845114998985,21687.489151998307,67.0,9.531218302918653,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
