Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1270,0,21000.0,18945.107114734667,4585.2696759975515,21746.796980005456,67.0,9.530216927066933,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1270,0,21000.0,18945.107114734667,4585.2696759975515,21746.796980005456,67.0,9.530216927066933,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
