Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1177,0,11000.0,10258.77353323629,4567.554241002654,11391.421231004642,67.0,9.53294378710808,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
,Aggregated,1177,0,11000.0,10258.77353323629,4567.554241002654,11391.421231004642,67.0,9.53294378710808,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
