Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1700,1206,30000.0,26086.552371157595,4565.253519991529,31226.811622007517,19.46941176470588,12.03261674375336,8.536079878215618,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
,Aggregated,1700,1206,30000.0,26086.552371157595,4565.253519991529,31226.811622007517,19.46941176470588,12.03261674375336,8.536079878215618,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
