Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1270,0,21000.0,18961.95421803608,4663.495843007695,21792.347417998826,67.0,9.64185596801823,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1270,0,21000.0,18961.95421803608,4663.495843007695,21792.347417998826,67.0,9.64185596801823,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
