Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1720,1229,30000.0,26137.101297356963,4607.594400993548,31242.319318000227,19.126162790697673,12.280060672483579,8.774531724699022,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
,Aggregated,1720,1229,30000.0,26137.101297356963,4607.594400993548,31242.319318000227,19.126162790697673,12.280060672483579,8.774531724699022,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
