Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1722,1227,30000.0,26119.326765775953,4524.900079006329,31222.35516201181,19.2595818815331,12.08940227463177,8.614225662586051,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
,Aggregated,1722,1227,30000.0,26119.326765775953,4524.900079006329,31222.35516201181,19.2595818815331,12.08940227463177,8.614225662586051,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
