Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1168,0,10000.0,10284.579031021944,4655.3533429978415,12047.093193003093,67.0,9.601631100928154,0.0,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000
,Aggregated,1168,0,10000.0,10284.579031021944,4655.3533429978415,12047.093193003093,67.0,9.601631100928154,0.0,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000
