Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1272,0,21000.0,18948.447235411022,4600.1028179889545,21745.610395999392,67.0,9.528313146492037,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1272,0,21000.0,18948.447235411022,4600.1028179889545,21745.610395999392,67.0,9.528313146492037,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
