Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1271,0,21000.0,18950.538008353324,4606.317159006721,22261.951216001762,67.0,9.653754509569165,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1271,0,21000.0,18950.538008353324,4606.317159006721,22261.951216001762,67.0,9.653754509569165,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
