Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1176,0,11000.0,10251.431330245683,4610.847739997553,11582.965626002988,67.0,9.51881806362926,0.0,11000,11000,11000,11000,11000,11000,11000,11000,12000,12000,12000
,Aggregated,1176,0,11000.0,10251.431330245683,4610.847739997553,11582.965626002988,67.0,9.51881806362926,0.0,11000,11000,11000,11000,11000,11000,11000,11000,12000,12000,12000
