Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1168,0,11000.0,10245.345055368069,4578.279148990987,11672.005218992126,67.0,9.529224241670818,0.0,11000,11000,11000,11000,11000,11000,11000,11000,12000,12000,12000
,Aggregated,1168,0,11000.0,10245.345055368069,4578.279148990987,11672.005218992126,67.0,9.529224241670818,0.0,11000,11000,11000,11000,11000,11000,11000,11000,12000,12000,12000
