Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1722,1226,30000.0,26133.219801512627,4571.998250001343,31203.160295001,19.29849012775842,12.247162151851546,8.719524273037164,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
,Aggregated,1722,1226,30000.0,26133.219801512627,4571.998250001343,31203.160295001,19.29849012775842,12.247162151851546,8.719524273037164,30000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
