Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1270,0,21000.0,18939.56190474633,4604.064796003513,21865.397767993272,67.0,9.521929729412877,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
,Aggregated,1270,0,21000.0,18939.56190474633,4604.064796003513,21865.397767993272,67.0,9.521929729412877,0.0,21000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22000
