Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,1161,0,11000.0,10268.790931781556,4607.39443100465,11195.323027000995,67.0,9.47781570819465,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
,Aggregated,1161,0,11000.0,10268.790931781556,4607.39443100465,11195.323027000995,67.0,9.47781570819465,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
